Customer ID,TotalOrders,TotalItemsPurchased,TotalRevenue,AverageBasketSize,PurchaseFrequency,LastPurchaseGap,CustomerActivityStatus
12421.0,6,652,1098.6,108.66666666666667,0.36809815950920244,15,Active
12422.0,17,2596,5231.8,152.7058823529412,0.8160000000000001,95,Churned
12423.0,10,1793,2622.39,179.3,0.6451612903225806,0,Active
12424.0,4,2025,3340.0299999999997,506.25,0.3116883116883117,162,Churned
12425.0,2,1147,1741.41,573.5,0.16216216216216214,77,Active
12426.0,2,584,1345.21,292.0,0.12820512820512822,194,Churned
12427.0,3,533,825.8,177.66666666666666,0.25787965616045844,21,Active
12428.0,9,3536,7956.46,392.8888888888889,1.0505836575875487,25,Active
12429.0,8,2890,6204.41,361.25,0.446927374301676,8,Active
12430.0,1,117,256.4,117.0,1.0,42,Active
12431.0,27,4600,10432.22,170.37037037037038,1.2310030395136777,35,Active
12432.0,5,1801,5059.32,360.2,1.1627906976744187,42,Active
12433.0,10,13534,16794.14,1353.4,0.6302521008403361,0,Active
12434.0,3,532,1103.43,177.33333333333334,0.30405405405405406,84,Active
12435.0,6,4958,13925.93,826.3333333333334,0.27397260273972607,79,Active
12436.0,1,211,509.01,211.0,1.0,99,Churned
12437.0,39,8000,12683.4,205.12820512820514,1.5918367346938775,1,Active
12438.0,2,1180,2906.85,590.0,0.48,13,Active
12439.0,2,478,1142.88,239.0,1.3953488372093024,682,Churned
12440.0,2,331,859.2,165.5,0.23529411764705882,461,Churned
12441.0,1,121,173.55,121.0,1.0,366,Churned
12442.0,1,182,172.06,182.0,1.0,2,Active
12443.0,1,182,485.31,182.0,1.0,731,Churned
12444.0,5,1153,5005.46,230.6,1.006711409395973,20,Active
12445.0,2,206,434.98,103.0,0.1507537688442211,21,Active
12446.0,1,351,1002.3100000000001,351.0,1.0,57,Active
12447.0,1,190,476.49,190.0,1.0,242,Churned
12448.0,1,243,449.45,243.0,1.0,43,Active
12449.0,6,2282,4835.89,380.3333333333333,0.43269230769230765,21,Active
12450.0,5,442,688.2,88.4,0.4716981132075472,155,Churned
12451.0,8,9359,12669.88,1169.875,0.46332046332046334,10,Active
12452.0,2,185,430.57,92.5,2.0,16,Active
12453.0,1,473,707.09,473.0,1.0,133,Churned
12454.0,5,7703,16679.78,1540.6,0.4120879120879121,55,Active
12455.0,10,3302,5879.95,330.2,0.4629629629629629,72,Active
12456.0,3,1633,3181.04,544.3333333333334,0.42857142857142855,43,Active
12457.0,8,1094,2995.91,136.75,0.6521739130434783,65,Active
12458.0,4,986,1777.49,246.5,0.28846153846153844,70,Active
12459.0,1,258,454.36,258.0,1.0,604,Churned
12460.0,1,170,326.65,170.0,1.0,455,Churned
12461.0,2,287,826.88,143.5,1.0,93,Churned
12462.0,2,536,1189.59,268.0,0.2112676056338028,18,Active
12463.0,4,776,1344.78,194.0,0.6382978723404256,52,Active
12464.0,8,112,1212.05,14.0,0.802675585284281,9,Active
12465.0,2,479,742.1899999999999,239.5,0.39473684210526316,16,Active
12466.0,1,1,56.73,1.0,1.0,681,Churned
12467.0,1,129,132.8,129.0,1.0,422,Churned
12468.0,5,2201,3670.74,440.2,0.30303030303030304,187,Churned
12469.0,2,2552,3070.54,1276.0,2.0,522,Churned
12470.0,1,95,211.95,95.0,1.0,689,Churned
12471.0,79,16858,39918.19,213.39240506329114,3.2465753424657535,1,Active
12472.0,19,10378,16249.289999999999,546.2105263157895,0.8225108225108224,31,Active
12473.0,5,2414,3928.0499999999997,482.8,0.9259259259259258,28,Active
12474.0,31,7940,12372.75,256.1290322580645,1.4329738058551618,16,Active
12475.0,2,771,1149.6399999999999,385.5,0.16853932584269662,53,Active
12476.0,23,5631,14083.91,244.82608695652175,1.4197530864197532,15,Active
12477.0,9,6119,20276.37,679.8888888888889,0.45,22,Active
12478.0,1,236,680.99,236.0,1.0,3,Active
12479.0,1,385,527.2,385.0,1.0,10,Active
12480.0,7,2952,5464.85,421.7142857142857,0.4384133611691023,27,Active
12481.0,15,7158,12185.51,477.2,0.7705479452054795,22,Active
12482.0,29,27042,23691.4,932.4827586206897,11.298701298701298,575,Churned
12483.0,19,2160,5097.18,113.6842105263158,0.8636363636363636,16,Active
12484.0,12,3266,6354.1,272.1666666666667,0.5555555555555555,32,Active
12485.0,1,414,708.1,414.0,1.0,528,Churned
12486.0,1,523,1037.28,523.0,1.0,431,Churned
12487.0,1,174,285.3,174.0,1.0,730,Churned
12488.0,3,529,1298.66,176.33333333333334,1.3846153846153848,9,Active
12489.0,1,105,334.93,105.0,1.0,335,Churned
12490.0,21,5906,9823.64,281.23809523809524,0.859481582537517,4,Active
12491.0,1,260,460.40000000000003,260.0,1.0,38,Active
12492.0,3,444,715.21,148.0,0.2647058823529412,62,Active
12493.0,2,207,433.74,103.5,1.9354838709677418,165,Churned
12494.0,9,979,1815.27,108.77777777777777,0.4821428571428571,15,Active
12495.0,1,130,357.4,130.0,1.0,640,Churned
12496.0,2,30,45.34,15.0,2.0,619,Churned
12497.0,3,5685,6248.5,1895.0,0.15985790408525755,81,Active
12498.0,3,159,403.70000000000005,53.0,2.5,20,Active
12499.0,1,302,393.71999999999997,302.0,1.0,559,Churned
12500.0,19,3377,5955.21,177.73684210526315,0.8769230769230769,22,Active
12501.0,1,1783,2169.39,1783.0,1.0,336,Churned
12502.0,5,820,3723.87,164.0,0.7009345794392523,95,Churned
12503.0,1,561,1126.0,561.0,1.0,583,Churned
12504.0,4,458,779.05,114.5,0.20761245674740486,17,Active
12505.0,1,324,955.2,324.0,1.0,408,Churned
12506.0,1,23,73.5,23.0,1.0,232,Churned
12507.0,4,1256,1844.06,314.0,0.26666666666666666,133,Churned
12508.0,2,271,397.88,135.5,2.0,25,Active
12509.0,1,55,176.5,55.0,1.0,283,Churned
12510.0,9,2049,5178.02,227.66666666666666,0.4560810810810811,142,Churned
12511.0,1,1753,3084.02,1753.0,1.0,428,Churned
12512.0,2,96,132.18,48.0,2.0,65,Active
12513.0,1,462,612.29,462.0,1.0,112,Churned
12514.0,2,840,1597.76,420.0,0.16042780748663102,266,Churned
12515.0,1,131,383.7,131.0,1.0,352,Churned
12516.0,4,1952,2648.62,488.0,0.23032629558541265,77,Active
12517.0,5,1361,2481.6,272.2,0.9316770186335405,27,Active
12518.0,5,1318,2056.89,263.6,1.3761467889908257,0,Active
12519.0,2,387,716.54,193.5,0.14527845036319612,63,Active
12520.0,5,1439,2634.2599999999998,287.8,0.7731958762886598,78,Active
12521.0,1,309,599.68,309.0,1.0,142,Churned
12522.0,2,194,192.72,97.0,2.0,38,Active
12523.0,23,2263,4352.35,98.3913043478261,0.9691011235955056,18,Active
12524.0,17,7178,11126.11,422.2352941176471,0.7727272727272727,8,Active
12525.0,3,509,973.73,169.66666666666666,0.6040268456375839,497,Churned
12526.0,3,632,1316.66,210.66666666666666,0.9677419354838709,0,Active
12527.0,5,526,735.51,105.2,0.33557046979865773,81,Active
12528.0,6,756,1933.48,126.0,0.594059405940594,8,Active
12529.0,1,192,316.48,192.0,1.0,527,Churned
12530.0,9,2713,3759.26,301.44444444444446,0.4639175257731959,59,Active
12531.0,2,1119,1933.2,559.5,0.08941877794336811,14,Active
12532.0,1,153,349.83000000000004,153.0,1.0,29,Active
12533.0,2,704,1367.89,352.0,0.5454545454545455,627,Churned
12534.0,1,651,1089.18,651.0,1.0,130,Churned
12535.0,2,219,716.35,109.5,0.6382978723404256,91,Churned
12536.0,3,2803,12601.830000000002,934.3333333333334,3.0,42,Active
12537.0,1,449,732.94,449.0,1.0,408,Churned
12538.0,2,336,640.45,168.0,0.17191977077363899,28,Active
12539.0,7,4535,11214.75,647.8571428571429,0.3025936599423631,21,Active
12540.0,33,11019,22254.49,333.90909090909093,1.3904494382022472,19,Active
12541.0,3,680,981.18,226.66666666666666,0.3585657370517928,29,Active
12542.0,2,522,481.88,261.0,0.3846153846153846,483,Churned
12543.0,1,688,980.25,688.0,1.0,447,Churned
12544.0,1,136,372.7,136.0,1.0,35,Active
12545.0,2,523,1000.39,261.5,0.32608695652173914,74,Active
12546.0,2,633,1161.5,316.5,1.9354838709677418,46,Active
12547.0,3,309,383.58,103.0,0.2980132450331126,197,Churned
12548.0,1,49,95.19999999999999,49.0,1.0,165,Churned
12549.0,6,1366,1575.68,227.66666666666666,1.4876033057851241,575,Churned
12550.0,1,569,964.83,569.0,1.0,78,Active
12551.0,1,100,168.0,100.0,1.0,357,Churned
12552.0,2,88,437.82,44.0,2.0,38,Active
12553.0,12,2325,4608.75,193.75,0.8674698795180723,7,Active
12554.0,1,240,468.5,240.0,1.0,448,Churned
12555.0,1,1,129.23,1.0,1.0,681,Churned
12556.0,2,355,599.56,177.5,0.6,49,Active
12557.0,8,6382,18096.14,797.75,0.3399433427762039,15,Active
12558.0,1,196,269.96,196.0,1.0,7,Active
12559.0,2,283,561.71,141.5,2.0,310,Churned
12560.0,3,1110,2134.0099999999998,370.0,0.6569343065693432,4,Active
12561.0,1,177,238.85,177.0,1.0,302,Churned
12562.0,9,2327,4966.92,258.55555555555554,0.6323185011709602,7,Active
12563.0,1,113,249.24,113.0,1.0,408,Churned
12564.0,1,133,456.9,133.0,1.0,260,Churned
12565.0,1,80,145.92,80.0,1.0,288,Churned
12566.0,1,265,351.65,265.0,1.0,85,Active
12567.0,15,5308,11767.48,353.8666666666667,0.6987577639751553,22,Active
12568.0,1,48,70.0,48.0,1.0,644,Churned
12569.0,32,1801,4124.69,56.28125,3.84,1,Active
12570.0,1,1,77.52,1.0,1.0,681,Churned
12571.0,2,523,519.61,261.5,0.7407407407407407,39,Active
12572.0,2,452,1020.4200000000001,226.0,1.3953488372093024,8,Active
12573.0,5,479,717.41,95.8,0.6329113924050632,226,Churned
12574.0,1,61,218.45000000000002,61.0,1.0,315,Churned
12575.0,2,315,622.82,157.5,0.8695652173913044,456,Churned
12576.0,8,1494,2142.72,186.75,0.489795918367347,35,Active
12577.0,8,1191,1617.1,148.875,0.34285714285714286,34,Active
12578.0,4,2380,4642.45,595.0,0.2843601895734597,20,Active
12579.0,1,285,440.42,285.0,1.0,77,Active
12580.0,2,569,1052.9,284.5,0.182370820668693,246,Churned
12581.0,1,161,197.71,161.0,1.0,39,Active
12582.0,4,985,1980.4,246.25,0.35502958579881655,238,Churned
12583.0,27,8535,13591.58,316.1111111111111,1.1095890410958904,2,Active
12584.0,9,416,2338.15,46.22222222222222,0.9782608695652175,3,Active
12585.0,2,1279,2040.1,639.5,0.5128205128205129,233,Churned
12586.0,4,687,2062.67,171.75,0.16997167138810196,16,Active
12587.0,1,51,144.0,51.0,1.0,7,Active
12588.0,4,438,958.78,109.5,0.2150537634408602,38,Active
12589.0,8,1764,4695.66,220.5,0.36363636363636365,28,Active
12590.0,2,4283,9864.26,2141.5,2.0,210,Churned
12591.0,3,653,1338.95,217.66666666666666,0.989010989010989,316,Churned
12592.0,5,1875,2582.66,375.0,0.351288056206089,91,Churned
12593.0,3,206,418.09999999999997,68.66666666666667,0.8181818181818182,108,Churned
12594.0,15,2768,5090.11,184.53333333333333,0.7401315789473685,37,Active
12595.0,1,271,299.02,271.0,1.0,504,Churned
12596.0,2,474,618.27,237.0,0.31578947368421056,50,Active
12597.0,4,2236,3811.22,559.0,0.48387096774193544,18,Active
12598.0,11,2906,4534.09,264.1818181818182,0.5164319248826291,9,Active
12599.0,13,2189,2296.72,168.3846153846154,0.7116788321167884,28,Active
12600.0,21,1383,4967.42,65.85714285714286,0.8961593172119487,28,Active
12601.0,6,290,681.26,48.333333333333336,0.8411214953271028,189,Churned
12602.0,1,162,153.12,162.0,1.0,58,Active
12603.0,1,63,739.1999999999999,63.0,1.0,21,Active
12604.0,2,201,254.18,100.5,0.32967032967032966,78,Active
12605.0,4,929,1232.95,232.25,1.4814814814814814,375,Churned
12606.0,1,1,21.0,1.0,1.0,681,Churned
12607.0,1,1228,1579.51,1228.0,1.0,59,Active
12608.0,1,323,415.79,323.0,1.0,404,Churned
12609.0,9,1553,3435.86,172.55555555555554,0.42121684867394693,77,Active
12610.0,5,1049,2099.54,209.8,1.4563106796116505,22,Active
12611.0,1,846,1193.32,846.0,1.0,51,Active
12612.0,1,262,704.04,262.0,1.0,73,Active
12613.0,10,4157,6817.37,415.7,0.44910179640718567,56,Active
12614.0,1,76,315.6,76.0,1.0,277,Churned
12615.0,8,3317,5740.98,414.625,0.3815580286168522,1,Active
12616.0,3,498,1131.1,166.0,0.3071672354948805,94,Churned
12617.0,1,210,352.98,210.0,1.0,28,Active
12618.0,1,96,177.31,96.0,1.0,21,Active
12619.0,10,3518,3781.38,351.8,0.5514705882352942,15,Active
12620.0,3,1181,1339.41,393.6666666666667,0.4761904761904762,14,Active
12621.0,35,13706,24311.2,391.6,1.5765765765765767,1,Active
12622.0,1,69,180.1,69.0,1.0,231,Churned
12623.0,7,1971,3747.84,281.57142857142856,0.5,275,Churned
12624.0,2,355,641.13,177.5,0.8450704225352113,105,Churned
12625.0,4,3309,5164.88,827.25,0.3125,211,Churned
12626.0,9,3453,6620.48,383.6666666666667,0.8910891089108911,22,Active
12627.0,7,2752,4478.53,393.14285714285717,1.627906976744186,10,Active
12628.0,3,448,786.46,149.33333333333334,1.5,3,Active
12629.0,2,722,1558.22,361.0,1.6216216216216215,385,Churned
12630.0,2,548,1270.88,274.0,1.7647058823529411,9,Active
12631.0,6,1607,3481.57,267.8333333333333,0.28346456692913385,56,Active
12632.0,2,694,804.88,347.0,1.3636363636363638,520,Churned
12633.0,7,3238,5678.16,462.57142857142856,0.45064377682403434,58,Active
12634.0,2,337,490.0,168.5,2.0,535,Churned
12635.0,4,1949,2930.41,487.25,0.32697547683923706,89,Active
12636.0,1,1,141.0,1.0,1.0,738,Churned
12637.0,12,4257,8283.81,354.75,0.7563025210084033,66,Active
12638.0,2,663,921.49,331.5,0.09900990099009901,32,Active
12639.0,3,631,1312.3700000000001,210.33333333333334,0.23136246786632392,238,Churned
12640.0,3,311,1174.58,103.66666666666667,1.5789473684210527,23,Active
12641.0,1,72,185.9,72.0,1.0,114,Churned
12642.0,3,552,1013.26,184.0,1.0975609756097562,24,Active
12643.0,12,4665,8304.82,388.75,0.7468879668049793,127,Churned
12644.0,4,1032,1918.49,258.0,0.2127659574468085,129,Churned
12645.0,8,2125,3539.3,265.625,0.3779527559055118,33,Active
12646.0,2,897,1346.97,448.5,1.3636363636363638,4,Active
12647.0,36,6633,16955.55,184.25,1.6071428571428572,21,Active
12648.0,4,518,1112.0,129.5,0.21978021978021978,154,Churned
12649.0,8,1959,2294.65,244.875,0.4081632653061224,106,Churned
12650.0,1,254,314.44,254.0,1.0,2,Active
12651.0,4,265,377.75,66.25,0.9230769230769231,334,Churned
12652.0,2,536,1017.03,268.0,0.5882352941176471,330,Churned
12653.0,3,1681,4160.83,560.3333333333334,0.2380952380952381,148,Churned
12654.0,5,264,601.98,52.8,0.528169014084507,10,Active
12655.0,1,80,261.35,80.0,1.0,423,Churned
12656.0,8,2860,6407.83,357.5,0.4403669724770642,16,Active
12657.0,4,1044,1643.18,261.0,1.791044776119403,10,Active
12658.0,1,320,686.05,320.0,1.0,18,Active
12659.0,1,105,91.68,105.0,1.0,29,Active
12660.0,1,127,245.1,127.0,1.0,10,Active
12661.0,1,216,162.0,216.0,1.0,435,Churned
12662.0,20,3424,6726.54,171.2,0.9724473257698542,0,Active
12663.0,2,181,239.4,90.5,1.3953488372093024,624,Churned
12664.0,11,1495,6070.04,135.9090909090909,0.4596100278551532,7,Active
12665.0,3,165,313.6,55.0,0.2616279069767442,324,Churned
12666.0,1,370,1248.42,370.0,1.0,393,Churned
12667.0,1,395,620.13,395.0,1.0,57,Active
12668.0,10,5049,11383.03,504.9,0.45112781954887216,11,Active
12669.0,3,1115,2744.0299999999997,371.6666666666667,0.8571428571428571,150,Churned
12670.0,7,1627,3760.29,232.42857142857142,0.3201219512195122,9,Active
12671.0,1,1460,2622.481,1460.0,1.0,605,Churned
12672.0,2,138,437.05,69.0,0.22641509433962262,329,Churned
12673.0,3,700,1230.02,233.33333333333334,0.2272727272727273,4,Active
12674.0,4,1133,1970.6,283.25,0.7100591715976331,38,Active
12675.0,2,336,957.25,168.0,2.0,553,Churned
12676.0,11,1867,2843.09,169.72727272727272,0.7205240174672489,24,Active
12677.0,2,176,395.1,88.0,0.5405405405405405,554,Churned
12678.0,21,22372,34281.18,1065.3333333333333,0.9574468085106382,41,Active
12679.0,4,554,1113.02,138.5,0.5333333333333333,58,Active
12680.0,4,444,880.81,111.0,1.0714285714285714,0,Active
12681.0,45,17011,29834.76,378.02222222222224,1.89873417721519,14,Active
12682.0,52,10522,22950.22,202.34615384615384,2.122448979591837,3,Active
12683.0,21,7019,11633.7,334.23809523809524,0.8725761772853186,3,Active
12684.0,7,1985,2283.63,283.57142857142856,1.024390243902439,7,Active
12685.0,6,1523,2863.08,253.83333333333334,2.7692307692307696,27,Active
12686.0,1,107,89.14,107.0,1.0,371,Churned
12687.0,2,1403,2138.91,701.5,2.0,480,Churned
12688.0,1,3028,4873.8099999999995,3028.0,1.0,113,Churned
12689.0,2,628,1247.61,314.0,0.594059405940594,25,Active
12690.0,1,106,389.01,106.0,1.0,205,Churned
12691.0,7,445,1170.4,63.57142857142857,0.5357142857142857,27,Active
12692.0,1,36,110.95,36.0,1.0,636,Churned
12693.0,7,536,1703.02,76.57142857142857,0.5316455696202532,126,Churned
12694.0,3,1355,1843.35,451.6666666666667,0.2571428571428572,69,Active
12695.0,7,454,1407.1200000000001,64.85714285714286,0.3191489361702128,6,Active
12696.0,2,564,851.91,282.0,0.8108108108108107,434,Churned
12697.0,3,508,957.59,169.33333333333334,0.6428571428571428,28,Active
12698.0,1,111,339.75,111.0,1.0,589,Churned
12699.0,1,373,638.11,373.0,1.0,417,Churned
12700.0,4,2967,4939.99,741.75,0.5797101449275363,7,Active
12701.0,6,1727,2446.41,287.8333333333333,0.325497287522604,79,Active
12702.0,1,53,219.0,53.0,1.0,19,Active
12703.0,4,595,1006.53,148.75,0.19575856443719414,70,Active
12704.0,8,1006,2340.84,125.75,1.4814814814814814,6,Active
12705.0,14,7188,11762.1,513.4285714285714,0.8108108108108109,14,Active
12707.0,1,256,603.42,256.0,1.0,291,Churned
12708.0,18,2432,5117.66,135.11111111111111,0.7814761215629522,29,Active
12709.0,34,13772,30291.76,405.05882352941177,1.4265734265734267,14,Active
12710.0,3,851,1149.02,283.6666666666667,0.8653846153846153,96,Churned
12711.0,2,770,1339.05,385.0,0.9230769230769231,611,Churned
12712.0,21,2205,6723.03,105.0,0.8987161198288159,28,Active
12713.0,1,508,848.55,508.0,1.0,0,Active
12714.0,12,8774,14093.710000000001,731.1666666666666,0.49586776859504134,8,Active
12715.0,1,192,343.36,192.0,1.0,105,Churned
12716.0,2,708,1053.49,354.0,0.46511627906976744,3,Active
12717.0,3,600,1308.91,200.0,0.2050113895216401,150,Churned
12718.0,1,203,238.25,203.0,1.0,70,Active
12719.0,2,374,644.95,187.0,1.0169491525423728,4,Active
12720.0,30,6018,7787.28,200.6,1.7892644135188869,2,Active
12721.0,8,2655,4013.08,331.875,0.5454545454545455,31,Active
12722.0,4,566,997.63,141.5,1.8461538461538463,84,Active
12723.0,5,434,725.07,86.8,2.459016393442623,3,Active
12724.0,7,1379,2317.52,197.0,0.3962264150943396,4,Active
12725.0,4,1142,2266.76,285.5,0.5633802816901409,370,Churned
12726.0,11,4618,4014.6,419.8181818181818,0.5546218487394958,27,Active
12727.0,10,2832,5679.53,283.2,0.46583850931677023,10,Active
12728.0,5,543,1070.17,108.6,0.4807692307692307,70,Active
12729.0,1,233,453.01,233.0,1.0,113,Churned
12730.0,1,234,829.25,234.0,1.0,521,Churned
12731.0,17,11641,25775.71,684.7647058823529,0.8173076923076923,23,Active
12732.0,1,111,236.26000000000002,111.0,1.0,179,Churned
12733.0,4,896,2424.87,224.0,0.26373626373626374,233,Churned
12734.0,3,265,639.65,88.33333333333333,2.3076923076923075,352,Churned
12735.0,2,368,779.5699999999999,184.0,2.0,314,Churned
12736.0,1,173,234.0,173.0,1.0,332,Churned
12737.0,2,2,3710.5,1.0,2.0,498,Churned
12738.0,1,148,155.35,148.0,1.0,371,Churned
12739.0,4,951,2726.73,237.75,0.38095238095238093,77,Active
12740.0,1,342,427.6,342.0,1.0,63,Active
12741.0,2,214,406.07,107.0,2.0,528,Churned
12742.0,1,1359,1201.52,1359.0,1.0,625,Churned
12743.0,2,315,540.13,157.5,2.0,133,Churned
12744.0,11,6994,25317.06,635.8181818181819,0.6122448979591837,51,Active
12745.0,3,468,925.41,156.0,0.46153846153846156,486,Churned
12746.0,1,97,254.55,97.0,1.0,540,Churned
12747.0,26,2640,8898.48,101.53846153846153,1.0684931506849316,1,Active
12748.0,336,37109,53539.64,110.44345238095238,13.732970027247957,0,Active
12749.0,9,2360,6897.36,262.22222222222223,0.5222437137330754,3,Active
12750.0,1,137,275.88,137.0,1.0,128,Churned
12751.0,1,189,268.27,189.0,1.0,444,Churned
12752.0,1,2262,4366.78,2262.0,1.0,80,Active
12753.0,6,11421,21429.39,1903.5,0.5309734513274336,22,Active
12754.0,3,6481,3010.74,2160.3333333333335,1.25,235,Churned
12755.0,11,2293,5236.26,208.45454545454547,0.7990314769975786,280,Churned
12756.0,1,144,112.08,144.0,1.0,86,Active
12757.0,13,2395,7834.650000000001,184.23076923076923,2.0,15,Active
12758.0,7,6155,9903.24,879.2857142857143,0.33816425120772947,116,Churned
12759.0,8,3202,5020.74,400.25,0.3513909224011713,51,Active
12760.0,1,198,347.8,198.0,1.0,455,Churned
12761.0,2,281,782.95,140.5,2.0,457,Churned
12762.0,2,1227,1898.52,613.5,2.0,7,Active
12763.0,2,316,494.08,158.0,0.2608695652173913,137,Churned
12764.0,1,386,1693.88,386.0,1.0,316,Churned
12765.0,6,1009,1404.58,168.16666666666666,1.0650887573964496,471,Churned
12766.0,9,5022,8918.99,558.0,0.6699751861042184,3,Active
12767.0,1,598,949.82,598.0,1.0,375,Churned
12768.0,1,102,168.69,102.0,1.0,450,Churned
12769.0,1,356,1143.6,356.0,1.0,238,Churned
12770.0,2,1843,3246.45,921.5,0.2448979591836735,210,Churned
12771.0,1,104,282.3,104.0,1.0,485,Churned
12772.0,1,556,892.47,556.0,1.0,59,Active
12773.0,1,109,124.25,109.0,1.0,563,Churned
12774.0,1,53,98.7,53.0,1.0,535,Churned
12775.0,7,1083,1686.1200000000001,154.71428571428572,0.5357142857142857,16,Active
12776.0,1,46,55.5,46.0,1.0,667,Churned
12777.0,1,458,519.45,458.0,1.0,457,Churned
12778.0,9,1735,1775.6799999999998,192.77777777777777,0.4631217838765008,19,Active
12779.0,14,3501,6474.11,250.07142857142858,0.6008583690987124,37,Active
12780.0,1,285,337.4,285.0,1.0,598,Churned
12781.0,2,671,826.74,335.5,0.2714932126696833,63,Active
12782.0,11,2017,4618.24,183.36363636363637,0.642023346303502,4,Active
12783.0,6,624,2225.91,104.0,2.4657534246575343,1,Active
