CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12405.0,148,1,1710.39,0,At-Risk
12406.0,21,5,6390.36,3,Loyal
12407.0,49,5,1708.12,3,Loyal
12408.0,32,8,4340.77,3,Loyal
12409.0,78,7,23419.29,2,VIP
12410.0,308,3,1013.71,3,Loyal
12411.0,409,1,346.9,1,Low-Value
12412.0,74,6,2596.93,3,Loyal
12413.0,66,4,999.45,3,Loyal
12414.0,216,6,952.41,3,Loyal
12415.0,23,28,144458.37,2,VIP
12416.0,656,1,202.56,1,Low-Value
12417.0,2,20,6797.41,2,VIP
12418.0,112,4,2021.2,3,Loyal
12419.0,385,2,503.01,1,Low-Value
12420.0,63,1,600.39,0,At-Risk
12421.0,15,6,1098.6,3,Loyal
12422.0,95,17,5231.8,2,VIP
12423.0,0,10,2622.39,3,Loyal
12424.0,162,4,3340.0299999999997,3,Loyal
12425.0,77,2,1741.41,3,Loyal
12426.0,194,2,1345.21,0,At-Risk
12427.0,21,3,825.8,0,At-Risk
12428.0,25,9,7956.46,2,VIP
12429.0,8,8,6204.41,2,VIP
12430.0,42,1,256.4,0,At-Risk
12431.0,35,27,10432.22,2,VIP
12432.0,42,5,5059.32,3,Loyal
12433.0,0,10,16794.14,2,VIP
12434.0,84,3,1103.43,3,Loyal
12435.0,79,6,13925.93,2,VIP
12436.0,99,1,509.01,0,At-Risk
12437.0,1,39,12683.4,2,VIP
12438.0,13,2,2906.85,3,Loyal
12439.0,682,2,1142.88,1,Low-Value
12440.0,461,2,859.2,1,Low-Value
12441.0,366,1,173.55,1,Low-Value
12442.0,2,1,172.06,0,At-Risk
12443.0,731,1,485.31,1,Low-Value
12444.0,20,5,5005.46,3,Loyal
12445.0,21,2,434.98,0,At-Risk
12446.0,57,1,1002.31,0,At-Risk
12447.0,242,1,476.49,0,At-Risk
12448.0,43,1,449.45,0,At-Risk
12449.0,21,6,4835.89,3,Loyal
12450.0,155,5,688.2,3,Loyal
12451.0,10,8,12669.88,2,VIP
12452.0,16,2,430.57,0,At-Risk
12453.0,133,1,707.09,0,At-Risk
12454.0,55,5,16679.78,2,VIP
12455.0,72,10,5879.95,2,VIP
12456.0,43,3,3181.04,3,Loyal
12457.0,65,8,2995.91,3,Loyal
12458.0,70,4,1777.49,3,Loyal
12459.0,604,1,454.36,1,Low-Value
12460.0,455,1,326.65,1,Low-Value
12461.0,93,2,826.88,0,At-Risk
12462.0,18,2,1189.59,0,At-Risk
12463.0,52,4,1344.78,3,Loyal
12464.0,9,8,1212.05,3,Loyal
12465.0,16,2,742.1899999999999,0,At-Risk
12466.0,681,1,56.73,1,Low-Value
12467.0,422,1,132.8,1,Low-Value
12468.0,187,5,3670.74,3,Loyal
12469.0,522,2,3070.54,1,Low-Value
12470.0,689,1,211.95,1,Low-Value
12471.0,1,79,39918.19,2,VIP
12472.0,31,19,16249.29,2,VIP
12473.0,28,5,3928.05,3,Loyal
12474.0,16,31,12372.75,2,VIP
12475.0,53,2,1149.64,0,At-Risk
12476.0,15,23,14083.91,2,VIP
12477.0,22,9,20276.37,2,VIP
12478.0,3,1,680.99,0,At-Risk
12479.0,10,1,527.2,0,At-Risk
12480.0,27,7,5464.85,3,Loyal
12481.0,22,15,12185.51,2,VIP
12482.0,575,29,23691.4,2,VIP
12483.0,16,19,5097.18,2,VIP
12484.0,32,12,6354.1,2,VIP
12485.0,528,1,708.1,1,Low-Value
12486.0,431,1,1037.28,1,Low-Value
12487.0,730,1,285.3,1,Low-Value
12488.0,9,3,1298.66,3,Loyal
12489.0,335,1,334.93,1,Low-Value
12490.0,4,21,9823.64,2,VIP
12491.0,38,1,460.4,0,At-Risk
12492.0,62,3,715.21,0,At-Risk
12493.0,165,2,433.74,0,At-Risk
12494.0,15,9,1815.27,3,Loyal
12495.0,640,1,357.4,1,Low-Value
12496.0,619,2,45.34,1,Low-Value
12497.0,81,3,6248.5,3,Loyal
12498.0,20,3,403.7000000000001,0,At-Risk
12499.0,559,1,393.72,1,Low-Value
12500.0,22,19,5955.21,2,VIP
12501.0,336,1,2169.39,1,Low-Value
12502.0,95,5,3723.87,3,Loyal
12503.0,583,1,1126.0,1,Low-Value
12504.0,17,4,779.05,3,Loyal
12505.0,408,1,955.2,1,Low-Value
12506.0,232,1,73.5,0,At-Risk
12507.0,133,4,1844.06,3,Loyal
12508.0,25,2,397.88,0,At-Risk
12509.0,283,1,176.5,0,At-Risk
12510.0,142,9,5178.02,3,Loyal
12511.0,428,1,3084.02,1,Low-Value
12512.0,65,2,132.18,0,At-Risk
12513.0,112,1,612.29,0,At-Risk
12514.0,266,2,1597.76,3,Loyal
12515.0,352,1,383.7,1,Low-Value
12516.0,77,4,2648.62,3,Loyal
12517.0,27,5,2481.6,3,Loyal
12518.0,0,5,2056.89,3,Loyal
12519.0,63,2,716.54,0,At-Risk
12520.0,78,5,2634.26,3,Loyal
12521.0,142,1,599.68,0,At-Risk
12522.0,38,2,192.72,0,At-Risk
12523.0,18,23,4352.35,2,VIP
12524.0,8,17,11126.11,2,VIP
12525.0,497,3,973.73,1,Low-Value
12526.0,0,3,1316.66,3,Loyal
12527.0,81,5,735.51,3,Loyal
12528.0,8,6,1933.48,3,Loyal
12529.0,527,1,316.48,1,Low-Value
12530.0,59,9,3759.26,3,Loyal
12531.0,14,2,1933.2,3,Loyal
12532.0,29,1,349.83000000000004,0,At-Risk
12533.0,627,2,1367.89,1,Low-Value
12534.0,130,1,1089.18,0,At-Risk
12535.0,91,2,716.35,0,At-Risk
12536.0,42,3,12601.830000000002,3,Loyal
12537.0,408,1,732.94,1,Low-Value
12538.0,28,2,640.45,0,At-Risk
12539.0,21,7,11214.75,2,VIP
12540.0,19,33,22254.49,2,VIP
12541.0,29,3,981.18,3,Loyal
12542.0,483,2,481.88,1,Low-Value
12543.0,447,1,980.25,1,Low-Value
12544.0,35,1,372.7,0,At-Risk
12545.0,74,2,1000.39,0,At-Risk
12546.0,46,2,1161.5,0,At-Risk
12547.0,197,3,383.58,0,At-Risk
12548.0,165,1,95.2,0,At-Risk
12549.0,575,6,1575.68,1,Low-Value
12550.0,78,1,964.83,0,At-Risk
12551.0,357,1,168.0,1,Low-Value
12552.0,38,2,437.82,0,At-Risk
12553.0,7,12,4608.75,2,VIP
12554.0,448,1,468.5,1,Low-Value
12555.0,681,1,129.23,1,Low-Value
12556.0,49,2,599.56,0,At-Risk
12557.0,15,8,18096.14,2,VIP
12558.0,7,1,269.96,0,At-Risk
12559.0,310,2,561.71,1,Low-Value
12560.0,4,3,2134.01,3,Loyal
12561.0,302,1,238.85,1,Low-Value
12562.0,7,9,4966.92,2,VIP
12563.0,408,1,249.24,1,Low-Value
12564.0,260,1,456.9,0,At-Risk
12565.0,288,1,145.92,1,Low-Value
12566.0,85,1,351.65,0,At-Risk
12567.0,22,15,11767.48,2,VIP
12568.0,644,1,70.0,1,Low-Value
12569.0,1,32,4124.69,2,VIP
12570.0,681,1,77.52,1,Low-Value
12571.0,39,2,519.61,0,At-Risk
12572.0,8,2,1020.42,0,At-Risk
12573.0,226,5,717.41,3,Loyal
12574.0,315,1,218.45,1,Low-Value
12575.0,456,2,622.82,1,Low-Value
12576.0,35,8,2142.72,3,Loyal
12577.0,34,8,1617.1,3,Loyal
12578.0,20,4,4642.45,3,Loyal
12579.0,77,1,440.42,0,At-Risk
12580.0,246,2,1052.9,0,At-Risk
12581.0,39,1,197.71,0,At-Risk
12582.0,238,4,1980.4,3,Loyal
12583.0,2,27,13591.58,2,VIP
12584.0,3,9,2338.15,3,Loyal
12585.0,233,2,2040.1,3,Loyal
12586.0,16,4,2062.67,3,Loyal
12587.0,7,1,144.0,0,At-Risk
12588.0,38,4,958.78,3,Loyal
12589.0,28,8,4695.66,3,Loyal
12590.0,210,2,9864.26,3,Loyal
12591.0,316,3,1338.95,3,Loyal
12592.0,91,5,2582.66,3,Loyal
12593.0,108,3,418.1,0,At-Risk
12594.0,37,15,5090.11,2,VIP
12595.0,504,1,299.02,1,Low-Value
12596.0,50,2,618.27,0,At-Risk
12597.0,18,4,3811.22,3,Loyal
12598.0,9,11,4534.09,2,VIP
12599.0,28,13,2296.72,2,VIP
12600.0,28,21,4967.42,2,VIP
12601.0,189,6,681.26,3,Loyal
12602.0,58,1,153.12,0,At-Risk
12603.0,21,1,739.1999999999999,0,At-Risk
12604.0,78,2,254.18,0,At-Risk
12605.0,375,4,1232.95,3,Loyal
12606.0,681,1,21.0,1,Low-Value
12607.0,59,1,1579.51,0,At-Risk
12608.0,404,1,415.79,1,Low-Value
12609.0,77,9,3435.86,3,Loyal
12610.0,22,5,2099.54,3,Loyal
12611.0,51,1,1193.32,0,At-Risk
12612.0,73,1,704.04,0,At-Risk
12613.0,56,10,6817.37,2,VIP
12614.0,277,1,315.6,0,At-Risk
12615.0,1,8,5740.98,2,VIP
12616.0,94,3,1131.1,3,Loyal
12617.0,28,1,352.98,0,At-Risk
12618.0,21,1,177.31,0,At-Risk
12619.0,15,10,3781.38,2,VIP
12620.0,14,3,1339.41,3,Loyal
12621.0,1,35,24311.2,2,VIP
12622.0,231,1,180.1,0,At-Risk
12623.0,275,7,3747.84,3,Loyal
12624.0,105,2,641.13,0,At-Risk
12625.0,211,4,5164.88,3,Loyal
12626.0,22,9,6620.48,2,VIP
12627.0,10,7,4478.53,3,Loyal
12628.0,3,3,786.46,0,At-Risk
12629.0,385,2,1558.22,1,Low-Value
12630.0,9,2,1270.88,0,At-Risk
12631.0,56,6,3481.57,3,Loyal
12632.0,520,2,804.88,1,Low-Value
12633.0,58,7,5678.16,3,Loyal
12634.0,535,2,490.0,1,Low-Value
12635.0,89,4,2930.41,3,Loyal
12636.0,738,1,141.0,1,Low-Value
12637.0,66,12,8283.81,2,VIP
12638.0,32,2,921.49,0,At-Risk
12639.0,238,3,1312.37,3,Loyal
12640.0,23,3,1174.58,3,Loyal
12641.0,114,1,185.9,0,At-Risk
12642.0,24,3,1013.26,3,Loyal
12643.0,127,12,8304.82,2,VIP
12644.0,129,4,1918.49,3,Loyal
12645.0,33,8,3539.3,3,Loyal
12646.0,4,2,1346.97,0,At-Risk
12647.0,21,36,16955.55,2,VIP
12648.0,154,4,1112.0,3,Loyal
12649.0,106,8,2294.65,3,Loyal
12650.0,2,1,314.44,0,At-Risk
12651.0,334,4,377.75,1,Low-Value
12652.0,330,2,1017.03,1,Low-Value
12653.0,148,3,4160.83,3,Loyal
12654.0,10,5,601.98,3,Loyal
12655.0,423,1,261.35,1,Low-Value
12656.0,16,8,6407.83,2,VIP
12657.0,10,4,1643.18,3,Loyal
12658.0,18,1,686.05,0,At-Risk
12659.0,29,1,91.68,0,At-Risk
12660.0,10,1,245.1,0,At-Risk
12661.0,435,1,162.0,1,Low-Value
12662.0,0,20,6726.54,2,VIP
12663.0,624,2,239.4,1,Low-Value
12664.0,7,11,6070.04,2,VIP
12665.0,324,3,313.6,1,Low-Value
12666.0,393,1,1248.42,1,Low-Value
12667.0,57,1,620.13,0,At-Risk
12668.0,11,10,11383.03,2,VIP
12669.0,150,3,2744.0299999999997,3,Loyal
12670.0,9,7,3760.29,3,Loyal
12671.0,605,1,2622.481,1,Low-Value
12672.0,329,2,437.05,1,Low-Value
12673.0,4,3,1230.02,3,Loyal
12674.0,38,4,1970.6,3,Loyal
12675.0,553,2,957.25,1,Low-Value
12676.0,24,11,2843.09,3,Loyal
12677.0,554,2,395.1,1,Low-Value
12678.0,41,21,34281.18,2,VIP
12679.0,58,4,1113.02,3,Loyal
12680.0,0,4,880.81,3,Loyal
12681.0,14,45,29834.76,2,VIP
12682.0,3,52,22950.22,2,VIP
12683.0,3,21,11633.7,2,VIP
12684.0,7,7,2283.63,3,Loyal
12685.0,27,6,2863.08,3,Loyal
12686.0,371,1,89.14,1,Low-Value
12687.0,480,2,2138.91,1,Low-Value
12688.0,113,1,4873.8099999999995,3,Loyal
12689.0,25,2,1247.61,0,At-Risk
12690.0,205,1,389.01,0,At-Risk
12691.0,27,7,1170.4,3,Loyal
12692.0,636,1,110.95,1,Low-Value
12693.0,126,7,1703.02,3,Loyal
12694.0,69,3,1843.35,3,Loyal
12695.0,6,7,1407.12,3,Loyal
12696.0,434,2,851.91,1,Low-Value
12697.0,28,3,957.59,3,Loyal
12698.0,589,1,339.75,1,Low-Value
12699.0,417,1,638.11,1,Low-Value
12700.0,7,4,4939.99,3,Loyal
12701.0,79,6,2446.41,3,Loyal
12702.0,19,1,219.0,0,At-Risk
12703.0,70,4,1006.53,3,Loyal
12704.0,6,8,2340.84,3,Loyal
12705.0,14,14,11762.1,2,VIP
12707.0,291,1,603.42,0,At-Risk
12708.0,29,18,5117.66,2,VIP
12709.0,14,34,30291.76,2,VIP
12710.0,96,3,1149.02,3,Loyal
12711.0,611,2,1339.05,1,Low-Value
12712.0,28,21,6723.03,2,VIP
12713.0,0,1,848.55,0,At-Risk
12714.0,8,12,14093.71,2,VIP
12715.0,105,1,343.36,0,At-Risk
12716.0,3,2,1053.49,0,At-Risk
12717.0,150,3,1308.91,3,Loyal
12718.0,70,1,238.25,0,At-Risk
12719.0,4,2,644.95,0,At-Risk
12720.0,2,30,7787.28,2,VIP
12721.0,31,8,4013.08,3,Loyal
12722.0,84,4,997.63,3,Loyal
12723.0,3,5,725.07,3,Loyal
12724.0,4,7,2317.52,3,Loyal
12725.0,370,4,2266.76,3,Loyal
12726.0,27,11,4014.6,2,VIP
12727.0,10,10,5679.53,2,VIP
12728.0,70,5,1070.17,3,Loyal
12729.0,113,1,453.01,0,At-Risk
12730.0,521,1,829.25,1,Low-Value
12731.0,23,17,25775.71,2,VIP
12732.0,179,1,236.26,0,At-Risk
12733.0,233,4,2424.87,3,Loyal
12734.0,352,3,639.65,1,Low-Value
12735.0,314,2,779.5699999999999,1,Low-Value
12736.0,332,1,234.0,1,Low-Value
12737.0,498,2,3710.5,1,Low-Value
12738.0,371,1,155.35,1,Low-Value
12739.0,77,4,2726.73,3,Loyal
12740.0,63,1,427.6,0,At-Risk
12741.0,528,2,406.07,1,Low-Value
12742.0,625,1,1201.52,1,Low-Value
12743.0,133,2,540.13,0,At-Risk
12744.0,51,11,25317.06,2,VIP
12745.0,486,3,925.41,1,Low-Value
12746.0,540,1,254.55,1,Low-Value
12747.0,1,26,8898.48,2,VIP
12748.0,0,336,53539.64,2,VIP
12749.0,3,9,6897.36,2,VIP
12750.0,128,1,275.88,0,At-Risk
12751.0,444,1,268.27,1,Low-Value
12752.0,80,1,4366.78,3,Loyal
12753.0,22,6,21429.39,2,VIP
12754.0,235,3,3010.74,3,Loyal
12755.0,280,11,5236.26,2,VIP
12756.0,86,1,112.08,0,At-Risk
12757.0,15,13,7834.650000000001,2,VIP
12758.0,116,7,9903.24,2,VIP
12759.0,51,8,5020.74,3,Loyal
12760.0,455,1,347.8,1,Low-Value
12761.0,457,2,782.95,1,Low-Value
12762.0,7,2,1898.52,3,Loyal
12763.0,137,2,494.08,0,At-Risk
12764.0,316,1,1693.88,1,Low-Value
12765.0,471,6,1404.58,1,Low-Value
12766.0,3,9,8918.99,2,VIP
12767.0,375,1,949.82,1,Low-Value
12768.0,450,1,168.69,1,Low-Value
12769.0,238,1,1143.6,0,At-Risk
12770.0,210,2,3246.45,3,Loyal
12771.0,485,1,282.3,1,Low-Value
12772.0,59,1,892.47,0,At-Risk
12773.0,563,1,124.25,1,Low-Value
12774.0,535,1,98.7,1,Low-Value
12775.0,16,7,1686.12,3,Loyal
12776.0,667,1,55.5,1,Low-Value
12777.0,457,1,519.45,1,Low-Value
12778.0,19,9,1775.6799999999998,3,Loyal
12779.0,37,14,6474.11,2,VIP
12780.0,598,1,337.4,1,Low-Value
12781.0,63,2,826.74,0,At-Risk
12782.0,4,11,4618.24,2,VIP
12783.0,1,6,2225.91,3,Loyal
12784.0,8,3,1763.15,3,Loyal
12785.0,363,3,1100.4,1,Low-Value
12786.0,609,1,728.5,1,Low-Value
12787.0,9,4,862.18,3,Loyal
12788.0,462,4,444.9,1,Low-Value
12789.0,64,3,273.35,0,At-Risk
12790.0,191,2,591.85,0,At-Risk
12791.0,373,6,863.51,3,Loyal
12792.0,256,2,827.01,0,At-Risk
12793.0,334,3,885.53,1,Low-Value
12794.0,52,2,860.41,0,At-Risk
12795.0,18,1,430.48,0,At-Risk
12796.0,627,1,381.0,1,Low-Value
12797.0,365,2,552.08,1,Low-Value
12798.0,9,4,8510.93,3,Loyal
12799.0,528,1,219.35,1,Low-Value
12800.0,469,3,584.25,1,Low-Value
12801.0,500,1,1071.82,1,Low-Value
12802.0,186,7,2416.42,3,Loyal
12803.0,392,1,1092.81,1,Low-Value
12804.0,465,2,325.37,1,Low-Value
12805.0,381,4,1434.95,3,Loyal
12806.0,434,4,2878.96,3,Loyal
12807.0,382,1,330.34999999999997,1,Low-Value
12808.0,36,5,776.7,3,Loyal
12809.0,177,3,1755.94,3,Loyal
12810.0,534,2,534.99,1,Low-Value
12811.0,260,5,1033.9,3,Loyal
12812.0,44,1,229.64,0,At-Risk
12813.0,501,3,1687.8,1,Low-Value
12814.0,101,1,125.92,0,At-Risk
12815.0,147,2,1063.46,0,At-Risk
12816.0,95,2,572.2,0,At-Risk
12817.0,280,3,690.98,0,At-Risk
12818.0,261,1,1542.08,0,At-Risk
12819.0,457,1,540.52,1,Low-Value
12820.0,2,11,2689.52,3,Loyal
12821.0,213,2,220.8,0,At-Risk
12822.0,70,2,948.88,0,At-Risk
12823.0,74,18,6501.5,2,VIP
12824.0,59,1,397.12,0,At-Risk
12825.0,520,2,518.63,1,Low-Value
12826.0,2,12,2800.75,2,VIP
12827.0,5,3,430.15,0,At-Risk
12828.0,2,6,1018.71,3,Loyal
12829.0,336,3,385.3,1,Low-Value
12830.0,37,6,6814.64,3,Loyal
12831.0,261,3,451.11,0,At-Risk
12832.0,31,2,383.03,0,At-Risk
12833.0,144,1,417.38,0,At-Risk
12834.0,282,1,312.38,0,At-Risk
12835.0,427,41,5996.83,2,VIP
12836.0,58,15,6559.7300000000005,2,VIP
12837.0,172,2,662.66,0,At-Risk
12838.0,33,10,2975.91,3,Loyal
12839.0,2,26,9669.12,2,VIP
12840.0,143,7,4041.97,3,Loyal
12841.0,4,40,6958.2,2,VIP
12842.0,69,4,1917.99,3,Loyal
12843.0,65,30,6583.36,2,VIP
12844.0,28,4,648.6,3,Loyal
12845.0,266,4,354.09000000000003,0,At-Risk
12846.0,681,1,15.58,1,Low-Value
12847.0,21,2,1609.0,3,Loyal
12848.0,675,1,208.0,1,Low-Value
12849.0,30,6,3042.4700000000003,3,Loyal
12850.0,445,1,330.0,1,Low-Value
12851.0,96,2,280.76,0,At-Risk
12852.0,294,1,311.55,1,Low-Value
12853.0,134,11,3907.5,2,VIP
12854.0,78,7,2970.9700000000003,3,Loyal
12855.0,372,4,612.84,1,Low-Value
12856.0,7,6,2170.78,3,Loyal
12857.0,210,6,3688.0,3,Loyal
12858.0,382,1,147.27,1,Low-Value
12859.0,458,1,575.1,1,Low-Value
12860.0,692,1,54.22,1,Low-Value
12861.0,619,1,68.25,1,Low-Value
12862.0,425,2,984.62,1,Low-Value
12863.0,51,6,2792.55,3,Loyal
12864.0,137,2,299.57,0,At-Risk
12865.0,25,4,3323.47,3,Loyal
12866.0,282,3,1227.35,3,Loyal
12867.0,25,13,7829.26,2,VIP
12868.0,185,8,2043.76,3,Loyal
12869.0,681,1,337.66999999999996,1,Low-Value
12870.0,374,3,1676.95,1,Low-Value
12871.0,83,3,744.02,0,At-Risk
12872.0,326,12,3283.96,3,Loyal
12873.0,281,3,2027.3,3,Loyal
12874.0,384,2,948.42,1,Low-Value
12875.0,142,5,1356.9900000000002,3,Loyal
12876.0,57,4,4081.79,3,Loyal
12877.0,3,20,2942.14,2,VIP
12878.0,235,2,854.99,0,At-Risk
12879.0,44,3,573.22,0,At-Risk
12880.0,381,2,640.13,1,Low-Value
12881.0,275,1,298.0,0,At-Risk
12882.0,8,2,1463.04,3,Loyal
12883.0,24,4,703.47,3,Loyal
12884.0,87,1,309.05,0,At-Risk
12885.0,62,3,1175.22,3,Loyal
12886.0,67,2,1378.4,3,Loyal
12887.0,383,1,222.4,1,Low-Value
12888.0,213,2,354.12,0,At-Risk
12889.0,380,4,385.46,1,Low-Value
12890.0,23,2,706.02,0,At-Risk
12891.0,185,11,840.5,3,Loyal
12892.0,396,1,263.38,1,Low-Value
12893.0,30,1,176.55,0,At-Risk
12894.0,574,1,157.35,1,Low-Value
12895.0,41,2,372.8,0,At-Risk
12897.0,204,4,514.25,0,At-Risk
12898.0,463,2,296.21,1,Low-Value
12899.0,413,1,366.4,1,Low-Value
12900.0,421,1,340.33000000000004,1,Low-Value
12901.0,8,28,17654.54,2,VIP
12902.0,264,1,138.68,0,At-Risk
12903.0,428,1,833.5300000000001,1,Low-Value
12904.0,17,2,496.06,0,At-Risk
12905.0,576,2,1018.42,1,Low-Value
12906.0,11,5,2919.81,3,Loyal
12907.0,395,2,508.91,1,Low-Value
12908.0,175,5,1776.0,3,Loyal
12909.0,39,8,3103.19,3,Loyal
12910.0,22,13,5796.52,2,VIP
12911.0,551,1,1651.72,1,Low-Value
12912.0,2,5,1662.3,3,Loyal
12913.0,4,13,6283.24,2,VIP
12914.0,400,1,223.98,1,Low-Value
12915.0,148,4,975.1,3,Loyal
12916.0,138,7,4479.73,3,Loyal
12917.0,127,6,4359.2,3,Loyal
12918.0,625,1,10953.5,1,Low-Value
12919.0,7,6,1335.19,3,Loyal
12920.0,16,4,486.64,0,At-Risk
12921.0,8,74,35233.24,2,VIP
12922.0,160,1,405.38,0,At-Risk
12923.0,63,3,770.42,0,At-Risk
12924.0,87,12,2469.4,3,Loyal
12925.0,4,3,729.3299999999999,0,At-Risk
12926.0,410,4,1523.97,1,Low-Value
12927.0,394,1,197.31,1,Low-Value
12928.0,34,12,4304.89,2,VIP
12929.0,311,1,117.85,1,Low-Value
12930.0,77,2,415.8,0,At-Risk
12931.0,21,57,92347.34,2,VIP
12932.0,538,8,1698.56,1,Low-Value
12933.0,23,8,1636.63,3,Loyal
12934.0,736,1,181.65,1,Low-Value
12935.0,1,15,4243.86,2,VIP
12936.0,16,4,1063.9,3,Loyal
12937.0,14,9,3097.61,3,Loyal
12938.0,25,1,114.14,0,At-Risk
12939.0,63,20,25264.8,2,VIP
12940.0,54,2,899.69,0,At-Risk
12941.0,723,1,377.49,1,Low-Value
12942.0,130,3,675.6,0,At-Risk
12943.0,557,2,496.5,1,Low-Value
12944.0,35,2,604.51,0,At-Risk
12945.0,287,2,900.11,0,At-Risk
12946.0,436,1,324.45,1,Low-Value
12947.0,143,6,1603.99,3,Loyal
12948.0,15,9,2317.43,3,Loyal
12949.0,30,22,15526.7,2,VIP
12950.0,1,3,1843.0,3,Loyal
12951.0,8,15,3213.7200000000003,2,VIP
12952.0,5,4,1387.79,3,Loyal
12953.0,9,2,828.8100000000001,0,At-Risk
12954.0,638,1,162.45,1,Low-Value
12955.0,0,11,4757.16,2,VIP
12956.0,305,4,521.89,0,At-Risk
12957.0,9,13,8706.97,2,VIP
12958.0,399,2,467.34,1,Low-Value
12959.0,483,1,150.95,1,Low-Value
12960.0,413,4,1322.0700000000002,1,Low-Value
12961.0,378,1,211.99,1,Low-Value
12962.0,6,2,266.39,0,At-Risk
12963.0,7,12,3235.79,2,VIP
12964.0,436,1,132.24,1,Low-Value
12965.0,88,1,769.8100000000001,0,At-Risk
12966.0,9,1,160.18,0,At-Risk
12967.0,357,3,2938.52,3,Loyal
12968.0,111,1,135.95,0,At-Risk
12969.0,602,1,122.45,1,Low-Value
12970.0,6,10,1453.6,3,Loyal
12971.0,3,116,15704.6,2,VIP
12972.0,413,4,1161.2,1,Low-Value
12973.0,413,1,385.55,1,Low-Value
12974.0,197,2,408.95,0,At-Risk
12975.0,436,6,2100.09,3,Loyal
12976.0,211,8,3156.38,3,Loyal
12977.0,155,4,513.88,0,At-Risk
12978.0,384,5,2502.82,3,Loyal
12979.0,728,1,517.7,1,Low-Value
12980.0,157,21,16245.78,2,VIP
12981.0,29,2,372.22,0,At-Risk
12982.0,242,8,2744.81,3,Loyal
12983.0,597,1,490.08,1,Low-Value
12984.0,18,1,97.5,0,At-Risk
12985.0,0,2,1239.38,0,At-Risk
12986.0,428,10,2729.84,3,Loyal
12987.0,73,5,1312.21,3,Loyal
12988.0,291,1,505.82,0,At-Risk
12989.0,2,33,13551.75,2,VIP
12990.0,30,7,955.5,3,Loyal
12991.0,22,3,764.82,0,At-Risk
12992.0,724,1,93.35,1,Low-Value
12993.0,22,8,1259.63,3,Loyal
12994.0,3,3,974.42,3,Loyal
12995.0,84,1,211.32,0,At-Risk
12996.0,375,1,355.5,1,Low-Value
12997.0,21,8,2110.91,3,Loyal
12998.0,492,3,920.08,1,Low-Value
12999.0,195,3,455.88,0,At-Risk
13000.0,106,4,1032.5,3,Loyal
13001.0,3,33,24042.65,2,VIP
13002.0,317,3,414.13,1,Low-Value
13003.0,105,3,149.05,0,At-Risk
13004.0,11,36,11650.85,2,VIP
13005.0,173,4,999.68,3,Loyal
13006.0,55,1,81.57,0,At-Risk
13007.0,579,1,175.25,1,Low-Value
13008.0,322,3,612.13,1,Low-Value
13009.0,672,1,234.0,1,Low-Value
13010.0,373,2,330.12,1,Low-Value
